system;class;lc;rb;fe;lm;nfe;nlm;classification
lucene;RegExp;1;0;0;1;0;1;HetAgg
lucene;TestAddIndexes;1;0;1;0;1;0;HetAgg
lucene;ThreadedIndexingAndSearchingTestCase;1;0;0;0;0;0;UniqueLC
lucene;HunspellDictionary;1;0;0;1;0;1;HetAgg
lucene;BinaryDictionaryWriter;1;0;0;0;0;0;UniqueLC
lucene;TestNumericRangeQuery64;1;0;0;0;0;0;UniqueLC
lucene;DOMUtils;1;0;0;0;0;0;UniqueLC
lucene;TestIndexWriterWithThreads;1;0;0;1;0;1;HetAgg
lucene;BlockTreeTermsReader;1;0;0;0;0;0;UniqueLC
lucene;CheckIndex;1;0;1;0;1;0;HetAgg
lucene;TestJapaneseTokenizer;1;0;0;0;0;0;UniqueLC
lucene;FrenchStemmer;1;0;0;0;0;0;UniqueLC
lucene;BaseDocValuesFormatTestCase;1;0;0;1;0;1;HetAgg
lucene;IndexWriterConfig;1;0;0;0;0;0;UniqueLC
lucene;TestDirectoryReaderReopen;1;0;0;0;0;0;UniqueLC
lucene;NumericUtils;1;0;0;0;0;0;UniqueLC
lucene;TestNumericRangeQuery32;1;0;0;0;0;0;UniqueLC
lucene;QueryParserTokenManager;1;0;0;0;0;0;UniqueLC
lucene;SegmentInfos;1;0;0;1;0;1;HetAgg
lucene;TestIndexWriterUnicode;1;0;0;0;0;0;UniqueLC
lucene;DocumentsWriterFlushControl;1;0;0;0;0;0;UniqueLC
lucene;FieldQuery;1;0;1;1;2;1;HetAgg
lucene;KpStemmer;1;0;0;0;0;0;UniqueLC
lucene;JapaneseIterationMarkCharFilter;1;0;0;0;0;0;UniqueLC
lucene;DocTermOrds;1;0;0;0;0;0;UniqueLC
lucene;BaseFragmentsBuilder;1;0;0;1;0;1;HetAgg
lucene;EscapeQuerySyntaxImpl;1;0;0;1;0;1;HetAgg
lucene;SearchFiles;1;0;0;1;0;1;HetAgg
lucene;ConcurrentMergeScheduler;1;0;0;0;0;0;UniqueLC
lucene;ArrayUtil;1;0;0;0;0;0;UniqueLC
lucene;PostingsHighlighter;1;0;0;1;0;1;HetAgg
lucene;TestSort;1;0;0;1;0;1;HetAgg
lucene;StandardSyntaxParser;1;0;0;0;0;0;UniqueLC
lucene;IndexFileDeleter;1;0;0;1;0;1;HetAgg
lucene;WeightedSpanTermExtractor;1;0;0;0;0;0;UniqueLC
lucene;RamUsageEstimator;1;0;0;1;0;1;HetAgg
lucene;TestPackedInts;1;0;0;0;0;0;UniqueLC
lucene;TestSimpleExplanations;1;0;0;0;0;0;UniqueLC
lucene;StandardSyntaxParserTokenManager;1;0;0;0;0;0;UniqueLC
lucene;DocumentsWriter;1;0;0;1;0;1;HetAgg
lucene;Highlighter;1;0;0;0;0;0;UniqueLC
lucene;LiveIndexWriterConfig;1;0;0;0;0;0;UniqueLC
lucene;AttributeSource;1;0;0;0;0;0;UniqueLC
lucene;TestBytesStore;1;0;0;0;0;0;UniqueLC
lucene;UnicodeUtil;1;0;0;1;0;1;HetAgg
lucene;TestIndexWriterExceptions;1;0;0;1;0;1;HetAgg
lucene;TestGrouping;1;0;1;0;2;0;HetAgg
lucene;TestFSTs;1;0;1;0;1;0;HetAgg
lucene;BaseTokenStreamTestCase;1;0;0;0;0;0;UniqueLC
lucene;DistinctValuesCollectorTest;1;0;0;0;0;0;UniqueLC
lucene;TestField;1;0;0;0;0;0;UniqueLC
lucene;FSDirectory;1;0;0;0;0;0;UniqueLC
lucene;GermanStemmer;1;0;0;0;0;0;UniqueLC
lucene;AllGroupHeadsCollectorTest;1;0;0;0;0;0;UniqueLC
lucene;TestBackwardsCompatibility3x;1;0;0;0;0;0;UniqueLC
lucene;TestBlockPostingsFormat3;1;0;1;0;2;0;HetAgg
lucene;GroupFacetCollectorTest;1;0;0;0;0;0;UniqueLC
lucene;TestIndexWriterOnDiskFull;1;0;1;0;1;0;HetAgg
lucene;FuzzySuggesterTest;1;0;0;0;0;0;UniqueLC
lucene;TestNumericUtils;1;0;0;0;0;0;UniqueLC
lucene;HyphenationTree;1;0;0;1;0;2;HetAgg
lucene;ByteBufferIndexInput;1;0;0;0;0;0;UniqueLC
lucene;IndexWriter;1;0;0;0;0;0;UniqueLC
lucene;DirectField;1;0;1;0;1;0;HetAgg
lucene;TestSurrogates;1;0;0;1;0;1;HetAgg
lucene;PatternParser;1;0;0;0;0;0;UniqueLC
lucene;AnalyzingSuggesterTest;1;0;0;0;0;0;UniqueLC
lucene;NearSpansUnordered;1;0;0;0;0;0;UniqueLC
lucene;TestFixedBitSet;1;0;1;0;1;0;HetAgg
lucene;QueryParser;1;0;0;0;0;0;UniqueLC
lucene;NearSpansOrdered;1;0;0;1;0;1;HetAgg
lucene;GroupingSearch;1;0;0;1;0;1;HetAgg
lucene;QueryParserBase;1;0;0;0;0;0;UniqueLC
lucene;TestCompoundFile;1;0;1;0;2;0;HetAgg
lucene;BlockTermsReader;1;0;0;0;0;0;UniqueLC
lucene;ShingleFilterTest;1;0;0;0;0;0;UniqueLC
lucene;WikipediaTokenizerImpl;1;0;0;0;0;0;UniqueLC
lucene;TestStressIndexing2;1;0;0;0;0;0;UniqueLC
lucene;JaspellTernarySearchTrie;1;0;0;1;0;1;HetAgg
lucene;CharArrayMap;1;0;0;0;0;0;UniqueLC
lucene;IndexReader;1;0;0;0;0;0;UniqueLC
lucene;TestDirectoryReader;1;0;0;0;0;0;UniqueLC
lucene;AnalyzingSuggester;1;0;0;0;0;0;UniqueLC
lucene;SortField;1;0;0;0;0;0;UniqueLC
lucene;SlowSynonymFilterFactory;1;0;0;0;0;0;UniqueLC
lucene;TestPayloadSpans;1;0;1;0;2;0;HetAgg
lucene;TestSpans;1;0;1;0;1;0;HetAgg
lucene;MoreLikeThis;1;0;0;1;0;1;HetAgg
lucene;TestPerfTasksLogic;1;0;0;1;0;1;HetAgg
lucene;SpellChecker;1;0;0;1;0;4;HetAgg
lucene;SloppyPhraseScorer;1;0;1;0;1;0;HetAgg
lucene;PackedInts;1;0;0;1;0;1;HetAgg
lucene;WordBreakSpellChecker;1;0;1;1;1;1;HetAgg
lucene;TestTermsEnum;1;0;0;0;0;0;UniqueLC
lucene;DirectSpellChecker;1;0;0;1;0;4;HetAgg
lucene;UAX29URLEmailTokenizerImpl36;1;0;0;0;0;0;UniqueLC
lucene;HTMLStripCharFilter;1;0;0;0;0;0;UniqueLC
lucene;StandardTokenizerImpl34;1;0;0;0;0;0;UniqueLC
lucene;UAX29URLEmailTokenizerImpl34;1;0;0;0;0;0;UniqueLC
lucene;Lucene41PostingsReader;1;0;0;0;0;0;UniqueLC
lucene;Gener;0;0;1;0;1;0;UniqueFE
lucene;TestDuelingCodecs;0;0;1;1;3;2;HetAgg
lucene;Builder;0;0;1;0;3;0;AggFE
lucene;TestBooleanMinShouldMatch;0;0;1;1;1;1;HetAgg
lucene;CompactLabelToOrdinal;0;0;1;1;4;1;HetAgg
lucene;HunspellStemmer;0;0;1;0;1;0;UniqueFE
lucene;TestFieldValueFilter;0;0;1;0;1;0;UniqueFE
lucene;TestOpenBitSet;0;0;1;0;2;0;AggFE
lucene;FacetFields;0;0;1;1;1;1;HetAgg
lucene;TermInfosWriter;0;0;1;0;1;0;UniqueFE
lucene;TermsWriter;0;0;1;0;1;0;UniqueFE
lucene;FixedGapTermsIndexWriter;0;0;1;1;1;1;HetAgg
lucene;VariableGapTermsIndexWriter;0;0;1;0;1;0;UniqueFE
lucene;AutomatonTermsEnum;0;0;1;0;1;0;UniqueFE
lucene;SimilarityBase;0;0;1;0;1;0;UniqueFE
lucene;TestDocument;0;0;1;0;1;0;UniqueFE
lucene;TestPerSegmentDeletes;0;0;1;0;1;0;UniqueFE
lucene;ChainedFilter;0;0;1;0;1;0;UniqueFE
lucene;SpatialTestCase;0;0;1;0;1;0;UniqueFE
lucene;FSTCompletion;0;0;1;0;1;0;UniqueFE
lucene;WFSTCompletionLookup;0;0;1;1;1;2;HetAgg
lucene;TrecContentSourceTest;0;0;1;1;1;1;HetAgg
lucene;TermInfosReaderIndex;0;0;1;0;2;0;AggFE
lucene;SegmentMerger;0;0;1;1;1;7;HetAgg
lucene;AutomatonFuzzyTermsEnum;0;0;1;0;1;0;UniqueFE
lucene;TestCachingTokenFilter;0;0;1;1;1;1;HetAgg
lucene;TestFieldInfos;0;0;1;0;1;0;UniqueFE
lucene;TestIntBlockPool;0;0;1;1;1;1;HetAgg
lucene;TestMultiLevelSkipList;0;0;1;0;1;0;UniqueFE
lucene;TestParallelTermEnum;0;0;1;0;1;0;UniqueFE
lucene;TestSegmentReader;0;0;1;1;1;1;HetAgg
lucene;LazyDocument;0;0;1;0;1;0;UniqueFE
lucene;ByteSequencesReader;0;0;1;0;2;0;AggFE
lucene;TestSpellChecker;0;0;1;0;2;0;AggFE
lucene;BinaryDictionary;0;0;1;0;1;0;UniqueFE
lucene;Reduce;0;0;1;0;1;0;UniqueFE
lucene;DiskDocValuesProducer;0;0;1;1;2;1;HetAgg
lucene;SimpleTextDocValuesReader;0;0;1;0;1;0;UniqueFE
lucene;SimpleTextFieldInfosReader;0;0;1;0;1;0;UniqueFE
lucene;SimpleTextLiveDocsFormat;0;0;1;0;1;0;UniqueFE
lucene;SimpleTextSegmentInfoReader;0;0;1;0;1;0;UniqueFE
lucene;SimpleTextStoredFieldsReader;0;0;1;0;2;0;AggFE
lucene;SimpleTextTermVectorsReader;0;0;1;0;2;0;AggFE
lucene;DocumentsWriterPerThreadPool;0;0;1;0;1;0;UniqueFE
lucene;PointTransitionSet;0;0;1;0;1;0;UniqueFE
lucene;TestCrash;0;0;1;0;1;0;UniqueFE
lucene;TestIndexFileDeleter;0;0;1;1;1;1;HetAgg
lucene;TestPayloadTermQuery;0;0;1;1;2;1;HetAgg
lucene;TestSimilarityBase;0;0;1;1;1;1;HetAgg
lucene;TestMatchAllDocsQuery;0;0;1;0;1;0;UniqueFE
lucene;TestMultiPhraseQuery;0;0;1;1;2;2;HetAgg
lucene;TestUTF32ToUTF8;0;0;1;1;1;1;HetAgg
lucene;BooleanFilterTest;0;0;1;0;1;0;UniqueFE
lucene;TestExtensions;0;0;1;0;1;0;UniqueFE
lucene;FuzzyLikeThisQueryTest;0;0;1;0;1;0;UniqueFE
lucene;ByteSequencesWriter;0;0;1;0;3;0;AggFE
lucene;SortedTermFreqIteratorWrapper;0;0;1;0;1;0;UniqueFE
lucene;CheapBastardDocValuesProducer;0;0;1;1;2;1;HetAgg
lucene;LovinsStemmer;0;0;0;1;0;1;UniqueLM
lucene;BasqueStemmer;0;0;0;1;0;1;UniqueLM
lucene;RomanianStemmer;0;0;0;1;0;1;UniqueLM
lucene;PortugueseStemmer;0;0;0;1;0;1;UniqueLM
lucene;ItalianLightStemmer;0;0;0;1;0;1;UniqueLM
lucene;EnglishStemmer;0;0;0;1;0;1;UniqueLM
lucene;CJKTokenizer;0;0;0;1;0;1;UniqueLM
lucene;GermanMinimalStemmer;0;0;0;1;0;1;UniqueLM
lucene;FinnishStemmer;0;0;0;1;0;1;UniqueLM
lucene;IrishStemmer;0;0;0;1;0;1;UniqueLM
lucene;ReadTask;0;0;0;1;0;1;UniqueLM
lucene;RussianStemmer;0;0;0;1;0;1;UniqueLM
lucene;ExactPhraseScorer;0;0;0;1;0;1;UniqueLM
lucene;HungarianStemmer;0;0;0;1;0;1;UniqueLM
lucene;PayloadSpanUtil;0;0;0;1;0;1;UniqueLM
lucene;TestDocValuesFieldSources;0;0;0;1;0;2;AggLM
lucene;NumericRangeQueryNodeProcessor;0;0;0;1;0;1;UniqueLM
lucene;TopGroups;0;0;0;1;0;1;UniqueLM
lucene;BlockGroupingCollector;0;0;0;1;0;1;UniqueLM
lucene;NGramDistance;0;0;0;1;0;1;UniqueLM
lucene;SlowSynonymFilter;0;0;0;1;0;1;UniqueLM
lucene;SnowballProgram;0;0;0;1;0;1;UniqueLM
lucene;TestRollingCharBuffer;0;0;0;1;0;1;UniqueLM
lucene;Compile;0;0;0;1;0;1;UniqueLM
lucene;Lucene40StoredFieldsWriter;0;0;0;1;0;1;UniqueLM
lucene;TestByteSlices;0;0;0;1;0;1;UniqueLM
lucene;IntArray;0;0;0;1;0;2;AggLM
lucene;PreFlexRWStoredFieldsWriter;0;0;0;1;0;1;UniqueLM
lucene;HyphenationCompoundWordTokenFilter;0;0;0;1;0;1;UniqueLM
lucene;CapitalizationFilter;0;0;0;1;0;1;UniqueLM
lucene;SlowSynonymMap;0;0;0;1;0;1;UniqueLM
lucene;CollationKeyFilterFactory;0;0;0;1;0;1;UniqueLM
lucene;DoubleMetaphoneFilter;0;0;0;1;0;1;UniqueLM
lucene;Lucene41PostingsWriter;0;0;0;1;0;1;UniqueLM
lucene;PreFlexRWFieldInfosReader;0;0;0;1;0;1;UniqueLM
lucene;SynonymFilter;0;0;0;1;0;1;UniqueLM
lucene;TestBagOfPositions;0;0;0;1;0;1;UniqueLM
lucene;MultiPassIndexSplitter;0;0;0;1;0;1;UniqueLM
lucene;BooleanFilter;0;0;0;1;0;1;UniqueLM
lucene;Field;0;0;0;1;0;2;AggLM
lucene;TermVectorsConsumerPerField;0;0;0;1;0;2;AggLM
lucene;CompiledAutomaton;0;0;0;1;0;1;UniqueLM
lucene;TestCompressingStoredFieldsFormat;0;0;0;1;0;1;UniqueLM
lucene;CompoundFileExtractor;0;0;0;1;0;1;UniqueLM
lucene;Trie;0;0;0;1;0;1;UniqueLM
lucene;CreateIndexTask;0;0;0;1;0;1;UniqueLM
lucene;DatasetSplitter;0;0;0;1;0;1;UniqueLM
lucene;TestDocsAndPositions;0;0;0;1;0;1;UniqueLM
lucene;StandardFacetsAccumulator;0;0;0;1;0;2;AggLM
lucene;BaseFragListBuilder;0;0;0;1;0;1;UniqueLM
lucene;ToParentBlockJoinCollector;0;0;0;1;0;1;UniqueLM
lucene;JaroWinklerDistance;0;0;0;1;0;1;UniqueLM
lucene;IndicNormalizer;0;0;0;1;0;1;UniqueLM
lucene;Lucene40FieldInfosReader;0;0;0;1;0;1;UniqueLM
lucene;Lucene42DocValuesConsumer;0;0;0;1;0;1;UniqueLM
lucene;UpgradeIndexMergePolicy;0;0;0;1;0;1;UniqueLM
lucene;TestBagOfPostings;0;0;0;1;0;1;UniqueLM
lucene;TestFacetsPayloadMigrationReader;0;0;0;1;0;1;UniqueLM
lucene;TokenSources;0;0;0;1;0;6;AggLM
lucene;SolrSynonymParser;0;0;0;1;0;1;UniqueLM
lucene;ArmenianStemmer;0;0;0;1;0;1;UniqueLM
lucene;SimpleTextSegmentInfoWriter;0;0;0;1;0;1;UniqueLM
lucene;Lucene3xFieldInfosReader;0;0;0;1;0;1;UniqueLM
lucene;DocValuesConsumer;0;0;0;1;0;1;UniqueLM
lucene;MultiTermsEnum;0;0;0;1;0;1;UniqueLM
lucene;LockStressTest;0;0;0;1;0;1;UniqueLM
lucene;TestNRTThreads;0;0;0;1;0;1;UniqueLM
lucene;TestStressNRT;0;0;0;1;0;1;UniqueLM
lucene;ArrayHashMapTest;0;0;0;1;0;1;UniqueLM
lucene;FloatToObjectMapTest;0;0;0;1;0;1;UniqueLM
lucene;ObjectToFloatMapTest;0;0;0;1;0;1;UniqueLM
lucene;ObjectToIntMapTest;0;0;0;1;0;1;UniqueLM
lucene;NumericQueryNodeProcessor;0;0;0;1;0;1;UniqueLM
lucene;StrategyTestCase;0;0;0;1;0;1;UniqueLM
lucene;LuceneLevenshteinDistance;0;0;0;1;0;1;UniqueLM
lucene;LineFileDocs;0;0;0;1;0;1;UniqueLM
lucene;CapitalizationFilterFactory;0;0;0;1;0;1;UniqueLM
lucene;EdgeNGramTokenizer;0;0;0;1;0;1;UniqueLM
lucene;NGramTokenizer;0;0;0;1;0;1;UniqueLM
lucene;ThaiWordFilter;0;0;0;1;0;1;UniqueLM
lucene;DanishStemmer;0;0;0;1;0;1;UniqueLM
lucene;TestBugInSomething;0;0;0;1;0;1;UniqueLM
lucene;TokenInfoDictionaryBuilder;0;0;0;1;0;1;UniqueLM
lucene;ReportTask;0;0;0;1;0;1;UniqueLM
lucene;TokenStreamToAutomaton;0;0;0;1;0;1;UniqueLM
lucene;DocFieldProcessor;0;0;0;1;0;1;UniqueLM
lucene;BlockPackedWriter;0;0;0;1;0;1;UniqueLM
lucene;BytesRefHash;0;0;0;1;0;3;AggLM
lucene;Test4GBStoredFields;0;0;0;1;0;1;UniqueLM
lucene;TestDocValuesWithThreads;0;0;0;1;0;1;UniqueLM
lucene;TestStressAdvance;0;0;0;1;0;1;UniqueLM
lucene;TestSearchAfter;0;0;0;1;0;2;AggLM
lucene;TermRangeQueryNodeProcessor;0;0;0;1;0;1;UniqueLM
lucene;FuzzyLikeThisQuery;0;0;0;1;0;2;AggLM
lucene;PreFlexRWFieldInfosWriter;0;0;0;1;0;1;UniqueLM
lucene;HunspellStemFilterFactory;0;0;0;1;0;1;UniqueLM
lucene;CharTokenizer;0;0;0;1;0;1;UniqueLM
lucene;TestCharArraySet;0;0;0;1;0;1;UniqueLM
lucene;TestTokenInfoDictionary;0;0;0;1;0;1;UniqueLM
lucene;SimpleSloppyPhraseQueryMaker;0;0;0;1;0;1;UniqueLM
lucene;Lucene42FieldInfosWriter;0;0;0;1;0;1;UniqueLM
lucene;ParallelCompositeReader;0;0;0;1;0;1;UniqueLM
lucene;BooleanScorer;0;0;0;1;0;3;AggLM
lucene;BasicAutomata;0;0;0;1;0;1;UniqueLM
lucene;FieldCacheSanityChecker;0;0;0;1;0;1;UniqueLM
lucene;IndexableBinaryStringTools;0;0;0;1;0;1;UniqueLM
lucene;TestMixedCodecs;0;0;0;1;0;1;UniqueLM
lucene;BaseTestRangeFilter;0;0;0;1;0;1;UniqueLM
lucene;TestSearchWithThreads;0;0;0;1;0;1;UniqueLM
lucene;TestCompiledAutomaton;0;0;0;1;0;1;UniqueLM
lucene;IndexFiles;0;0;0;1;0;1;UniqueLM
lucene;TopKFacetResultsHandler;0;0;0;1;0;1;UniqueLM
lucene;IntToDoubleMapTest;0;0;0;1;0;1;UniqueLM
lucene;IntToFloatMapTest;0;0;0;1;0;1;UniqueLM
lucene;IntToIntMapTest;0;0;0;1;0;1;UniqueLM
lucene;IntToObjectMapTest;0;0;0;1;0;1;UniqueLM
lucene;TestTopKResultsHandlerRandom;0;0;0;1;0;1;UniqueLM
lucene;TestCompactLabelToOrdinal;0;0;0;1;0;1;UniqueLM
lucene;HighFreqTerms;0;0;0;1;0;1;UniqueLM
lucene;LikeThisQueryBuilder;0;0;0;1;0;1;UniqueLM
lucene;PointVectorStrategy;0;0;0;1;0;1;UniqueLM
lucene;MockGraphTokenFilter;0;0;0;1;0;1;UniqueLM
lucene;TokenStreamToDot;0;0;0;1;0;1;UniqueLM
lucene;EdgeNGramTokenFilter;0;0;0;1;0;1;UniqueLM
lucene;ReversePathHierarchyTokenizer;0;0;0;1;0;1;UniqueLM
lucene;TestCharArrayMap;0;0;0;1;0;1;UniqueLM
lucene;SentenceTokenizer;0;0;0;1;0;1;UniqueLM
lucene;MultiTrie2;0;0;0;1;0;1;UniqueLM
lucene;FileBasedQueryMaker;0;0;0;1;0;1;UniqueLM
lucene;TrecJudge;0;0;0;1;0;1;UniqueLM
lucene;ExtractWikipedia;0;0;0;1;0;1;UniqueLM
lucene;TestPerfTasksParse;0;0;0;1;0;1;UniqueLM
lucene;SepPostingsWriter;0;0;0;1;0;1;UniqueLM
lucene;PhraseQuery;0;0;0;1;0;1;UniqueLM
lucene;TopDocs;0;0;0;1;0;1;UniqueLM
lucene;TestMultiDocValues;0;0;0;1;0;1;UniqueLM
lucene;TestPagedBytes;0;0;0;1;0;1;UniqueLM
lucene;TestRollingBuffer;0;0;0;1;0;1;UniqueLM
lucene;TestExternalCodecs;0;0;0;1;0;1;UniqueLM
lucene;NOnesIntDecoder;0;0;0;1;0;1;UniqueLM
lucene;RepeatableSampler;0;0;0;1;0;2;AggLM
lucene;DirectoryTaxonomyWriter;0;0;0;1;0;1;UniqueLM
lucene;TestDirectoryTaxonomyWriter;0;0;0;1;0;1;UniqueLM
lucene;TermsFilter;0;0;0;1;0;1;UniqueLM
lucene;JaspellLookup;0;0;0;1;0;1;UniqueLM
lucene;TestBytesRefArray;0;0;0;1;0;1;UniqueLM
lucene;TestStopFilter;0;0;0;1;0;1;UniqueLM
lucene;BiSegGraph;0;0;0;1;0;1;UniqueLM
lucene;BigramDictionary;0;0;0;1;0;1;UniqueLM
lucene;SearchWithSortTask;0;0;0;1;0;1;UniqueLM
lucene;ExtractReuters;0;0;0;1;0;1;UniqueLM
lucene;Lucene42FieldInfosReader;0;0;0;1;0;1;UniqueLM
lucene;NormsConsumer;0;0;0;1;0;1;UniqueLM
lucene;TermsHashPerField;0;0;0;1;0;2;AggLM
lucene;CompoundFileDirectory;0;0;0;1;0;1;UniqueLM
lucene;LockVerifyServer;0;0;0;1;0;1;UniqueLM
lucene;UTF32ToUTF8;0;0;0;1;0;1;UniqueLM
lucene;TestForUtil;0;0;0;1;0;1;UniqueLM
lucene;TestDocumentsWriterDeleteQueue;0;0;0;1;0;1;UniqueLM
lucene;TestFlushByRamOrCountsPolicy;0;0;0;1;0;1;UniqueLM
lucene;TestNeverDelete;0;0;0;1;0;1;UniqueLM
lucene;TestSameScoresWithThreads;0;0;0;1;0;1;UniqueLM
lucene;TestDirectory;0;0;0;1;0;1;UniqueLM
lucene;TestHugeRamFile;0;0;0;1;0;1;UniqueLM
lucene;CategoryListIteratorTest;0;0;0;1;0;1;UniqueLM
lucene;AbstractGroupFacetCollector;0;0;0;1;0;1;UniqueLM
lucene;FSTUtil;0;0;0;1;0;1;UniqueLM
lucene;MockTokenizer;0;0;0;1;0;1;UniqueLM
lucene;NGramTokenFilter;0;0;0;1;0;1;UniqueLM
lucene;GraphvizFormatter;0;0;0;1;0;1;UniqueLM
lucene;TestSearchMode;0;0;0;1;0;1;UniqueLM
lucene;QueryDriver;0;0;0;1;0;1;UniqueLM
lucene;QualityStats;0;0;0;1;0;1;UniqueLM
lucene;CompressingStoredFieldsIndexWriter;0;0;0;1;0;1;UniqueLM
lucene;Lucene40DocValuesReader;0;0;0;1;0;2;AggLM
lucene;Lucene42DocValuesProducer;0;0;0;1;0;1;UniqueLM
lucene;SlowCompositeReaderWrapper;0;0;0;1;0;1;UniqueLM
lucene;RunAutomaton;0;0;0;1;0;1;UniqueLM
lucene;MonotonicAppendingLongBuffer;0;0;0;1;0;1;UniqueLM
lucene;Test2BPostingsBytes;0;0;0;1;0;1;UniqueLM
lucene;Test2BTerms;0;0;0;1;0;1;UniqueLM
lucene;TestConcurrentMergeScheduler;0;0;0;1;0;1;UniqueLM
lucene;TestFieldsReader;0;0;0;1;0;1;UniqueLM
lucene;TestTermVectorsReader;0;0;0;1;0;1;UniqueLM
lucene;TestSimilarity2;0;0;0;1;0;1;UniqueLM
lucene;TestDocTermOrdsRangeFilter;0;0;0;1;0;1;UniqueLM
lucene;TestDocTermOrdsRewriteMethod;0;0;0;1;0;1;UniqueLM
lucene;TestSearch;0;0;0;1;0;1;UniqueLM
lucene;ChunksIntEncoder;0;0;0;1;0;1;UniqueLM
lucene;NOnesIntEncoder;0;0;0;1;0;1;UniqueLM
lucene;DrillDownQuery;0;0;0;1;0;1;UniqueLM
lucene;IndexSplitter;0;0;0;1;0;1;UniqueLM
lucene;TestRecursivePrefixTreeStrategy;0;0;0;1;0;1;UniqueLM
lucene;LevensteinDistance;0;0;0;1;0;1;UniqueLM
lucene;FSTCompletionLookup;0;0;0;1;0;1;UniqueLM
lucene;WikipediaTokenizer;0;0;0;1;0;1;UniqueLM
lucene;UnknownDictionaryBuilder;0;0;0;1;0;1;UniqueLM
lucene;DiffIt;0;0;0;1;0;1;UniqueLM
lucene;ContentItemsSource;0;0;0;1;0;1;UniqueLM
lucene;MurmurHash2;0;0;0;1;0;3;AggLM
lucene;Test10KPulsings;0;0;0;1;0;1;UniqueLM
lucene;FreqProxTermsWriter;0;0;0;1;0;1;UniqueLM
lucene;AppendingLongBuffer;0;0;0;1;0;1;UniqueLM
lucene;PagedBytes;0;0;0;1;0;1;UniqueLM
lucene;TestPerFieldPostingsFormat2;0;0;0;1;0;1;UniqueLM
lucene;Test2BBinaryDocValues;0;0;0;1;0;1;UniqueLM
lucene;Test2BNumericDocValues;0;0;0;1;0;1;UniqueLM
lucene;Test2BPositions;0;0;0;1;0;1;UniqueLM
lucene;Test2BPostings;0;0;0;1;0;1;UniqueLM
lucene;Test2BSortedDocValues;0;0;0;1;0;1;UniqueLM
lucene;TestIndexWriterCommit;0;0;0;1;0;1;UniqueLM
lucene;TestIndexWriterMergePolicy;0;0;0;1;0;1;UniqueLM
lucene;TestNRTReaderWithThreads;0;0;0;1;0;1;UniqueLM
lucene;TestPrefixCodedTerms;0;0;0;1;0;1;UniqueLM
lucene;TestThreadedForceMerge;0;0;0;1;0;1;UniqueLM
lucene;TestLiveFieldValues;0;0;0;1;0;1;UniqueLM
lucene;TestBytesRefHash;0;0;0;1;0;1;UniqueLM
lucene;TestIndexableBinaryStringTools;0;0;0;1;0;1;UniqueLM
lucene;TestSetOnce;0;0;0;1;0;1;UniqueLM
lucene;SumFloatAssociationFacetsAggregator;0;0;0;1;0;1;UniqueLM
lucene;SumIntAssociationFacetsAggregator;0;0;0;1;0;1;UniqueLM
lucene;FacetsAccumulator;0;0;0;1;0;1;UniqueLM
lucene;TermsFilterTest;0;0;0;1;0;1;UniqueLM
lucene;TestSlowFuzzyQuery2;0;0;0;1;0;1;UniqueLM
lucene;ShapeFieldCacheProvider;0;0;0;1;0;1;UniqueLM
lucene;FuzzySuggester;0;0;0;1;0;1;UniqueLM
lucene;TestTermFreqIterator;0;0;0;1;0;1;UniqueLM
lucene;PreFlexRWTermVectorsWriter;0;0;0;1;0;1;UniqueLM
lucene;Lucene40PostingsWriter;0;0;0;1;0;1;UniqueLM
lucene;CJKBigramFilter;0;0;0;1;0;1;UniqueLM
lucene;WordDictionary;0;0;0;1;0;1;UniqueLM
lucene;WriteLineDocTaskTest;0;0;0;1;0;1;UniqueLM
lucene;TermBuffer;0;0;0;1;0;1;UniqueLM
lucene;TestToken;0;0;0;1;0;1;UniqueLM
lucene;TestCodecs;0;0;0;1;0;1;UniqueLM
lucene;TestIndexWriterOnJRECrash;0;0;0;1;0;1;UniqueLM
lucene;TestOmitTf;0;0;0;1;0;1;UniqueLM
lucene;TestSnapshotDeletionPolicy;0;0;0;1;0;1;UniqueLM
lucene;TestTieredMergePolicy;0;0;0;1;0;1;UniqueLM
lucene;TestMultiValuedNumericRangeQuery;0;0;0;1;0;1;UniqueLM
lucene;TestPositiveScoresOnlyCollector;0;0;0;1;0;1;UniqueLM
lucene;TestSubScorerFreqs;0;0;0;1;0;1;UniqueLM
lucene;TestByteBlockPool;0;0;0;1;0;1;UniqueLM
lucene;TestRecyclingByteBlockAllocator;0;0;0;1;0;1;UniqueLM
lucene;TestRecyclingIntBlockAllocator;0;0;0;1;0;1;UniqueLM
lucene;TestSearchForDuplicates;0;0;0;1;0;1;UniqueLM
lucene;DepthOneFacetResultsHandler;0;0;0;1;0;1;UniqueLM
lucene;TestDirectoryTaxonomyReader;0;0;0;1;0;1;UniqueLM
lucene;TestCharBlockArray;0;0;0;1;0;1;UniqueLM
lucene;TokenGroup;0;0;0;1;0;1;UniqueLM
lucene;TokenTypeSinkTokenizerTest;0;0;0;1;0;1;UniqueLM
lucene;TestICUCollationDocValuesField;0;0;0;1;0;1;UniqueLM
lucene;DirContentSource;0;0;0;1;0;1;UniqueLM
lucene;ReutersContentSource;0;0;0;1;0;1;UniqueLM
lucene;LineDocSourceTest;0;0;0;1;0;1;UniqueLM
lucene;DiskDocValuesConsumer;0;0;0;1;0;1;UniqueLM
