system;class;lc;rb;fe;lm;nfe;nlm;classification
weka;NominalToString;0;1;1;0;2;0;HetAgg
weka;PKIDiscretize;0;1;1;0;3;0;HetAgg
weka;RemoveUseless;0;1;1;0;2;0;HetAgg
weka;Randomize;0;1;1;0;2;0;HetAgg
weka;BeanInstance;0;0;1;0;1;0;UniqueFE
weka;PlaceNode2;0;0;1;1;2;1;HetAgg
weka;PrintMouseListener;0;0;1;0;1;0;UniqueFE
weka;AttributeTableModel;0;0;1;0;3;0;AggFE
weka;LogWindowPrintStream;0;0;1;0;9;0;AggFE
weka;CapabilitiesHelpDialog;0;0;1;0;1;0;UniqueFE
weka;ReaderToTextArea;0;0;1;0;1;0;UniqueFE
weka;NGramTokenizerTest;0;0;1;0;1;0;UniqueFE
weka;TrieTest;0;0;1;0;2;0;AggFE
weka;UtilsTest;0;0;1;0;1;0;UniqueFE
weka;AddValuesTest;0;1;1;0;3;0;HetAgg
weka;MakeIndicatorTest;0;1;1;0;3;0;HetAgg
weka;WekaTestSuite;0;0;1;0;5;0;AggFE
weka;Messages;0;0;1;0;32;0;AggFE
weka;LinkedListInverseIterator;0;0;1;0;1;0;UniqueFE
weka;LinkedListIterator;0;0;1;0;2;0;AggFE
weka;FromFile;0;1;1;0;1;0;HetAgg
weka;ActionPrint;0;0;1;0;1;0;UniqueFE
weka;GraphVisualizerTableModel;0;0;1;0;2;0;AggFE
weka;Selection;0;0;1;0;1;0;UniqueFE
weka;NormalMixture;0;1;1;0;5;0;HetAgg
weka;ClassificationViaRegression;0;1;1;0;2;0;HetAgg
weka;RuleNode;0;1;1;1;1;3;HetAgg
weka;EuclideanDataObject;0;0;1;0;1;0;UniqueFE
weka;ManhattanDataObject;0;0;1;0;1;0;UniqueFE
weka;PriorityQueue;0;0;1;0;2;0;AggFE
weka;UpdateQueue;0;0;1;0;2;0;AggFE
weka;FilteredClusterer;0;1;1;0;1;0;HetAgg
weka;TupleComparator;0;0;1;0;1;0;UniqueFE
weka;XRFFSaver;0;1;1;0;3;0;HetAgg
weka;Logger;0;0;1;0;1;0;UniqueFE
weka;Maths;0;0;1;0;6;0;AggFE
weka;XMLOptions;0;0;1;1;1;2;HetAgg
weka;Jython;0;0;1;0;1;0;UniqueFE
weka;TrieNode;0;0;1;0;2;0;AggFE
weka;NNConditionalEstimator;0;0;1;0;1;0;UniqueFE
weka;Dataset;0;0;1;0;1;0;UniqueFE
weka;MakeIndicator;0;1;1;0;2;0;HetAgg
weka;SwapValues;0;1;1;0;2;0;HetAgg
weka;ClassAssignerCustomizer;0;1;1;1;1;1;HetAgg
weka;ClassValuePickerCustomizer;0;0;1;0;1;0;UniqueFE
weka;AnalysisPanel;0;0;1;0;1;0;UniqueFE
weka;ScatterPlotMatrix;0;1;1;0;2;0;HetAgg
weka;OutputFormatDialog;0;0;1;0;3;0;AggFE
weka;InstanceJoiner;0;0;1;0;3;0;AggFE
weka;InstanceLoader;0;1;1;0;1;0;HetAgg
weka;InstanceSavePanel;0;0;1;0;1;0;UniqueFE
weka;InstanceViewer;0;0;1;0;3;0;AggFE
weka;Edge;0;0;1;0;1;0;UniqueFE
weka;PlaceNode1;0;0;1;0;2;0;AggFE
weka;JComponentWriter;0;0;1;0;1;0;UniqueFE
weka;AttributeVisualizationPanel;0;1;1;0;1;0;HetAgg
weka;ThresholdSelectorDummyClassifier;0;1;1;0;2;0;HetAgg
weka;AddIDTest;0;1;1;0;1;0;HetAgg
weka;AddTest;0;1;1;0;3;0;HetAgg
weka;InterquartileRangeTest;0;1;1;0;1;0;HetAgg
weka;NumericCleanerTest;0;1;1;0;1;0;HetAgg
weka;PrincipalComponentsTest;0;1;1;0;1;0;HetAgg
weka;RandomSubsetTest;0;1;1;0;1;0;HetAgg
weka;RemoveMisclassifiedTest;0;1;1;0;2;0;HetAgg
weka;RemoveWithValuesTest;0;1;1;0;3;0;HetAgg
weka;SimpleLinkedList;0;0;1;0;7;0;AggFE
weka;OneRAttributeEval;0;1;1;0;2;0;HetAgg
weka;RepeatedHillClimber;0;1;1;0;2;0;HetAgg
weka;SetGroupPositionAction;0;0;1;0;2;0;AggFE
weka;LinearUnit;0;0;1;0;3;0;AggFE
weka;NormalizedPolyKernel;0;1;1;0;1;0;HetAgg
weka;KStarCache;0;1;1;0;2;0;HetAgg
weka;MetaCost;0;1;1;0;1;0;HetAgg
weka;SerializedClassifier;0;0;1;0;1;0;UniqueFE
weka;MultipleClassifiersCombiner;0;0;1;0;1;0;UniqueFE
weka;OutputLogger;0;0;1;0;1;0;UniqueFE
weka;BuiltInString;0;0;1;0;1;0;UniqueFE
weka;DefineFunction;0;0;1;0;1;0;UniqueFE
weka;KOML;0;0;1;0;6;0;AggFE
weka;NormalEstimator;0;1;1;0;1;0;HetAgg
weka;PoissonEstimator;0;0;1;0;1;0;UniqueFE
weka;CostSensitiveClassifierSplitEvaluator;0;1;1;0;1;0;HetAgg
weka;InstancesResultListener;0;0;1;0;1;0;UniqueFE
weka;OutputZipper;0;0;1;0;1;0;UniqueFE
weka;MultiFilter;0;1;1;0;2;0;HetAgg
weka;ArffSortedTableModel;0;1;1;0;1;0;HetAgg
weka;AssociatorCustomizer;0;0;1;0;1;0;UniqueFE
weka;BeanVisual;0;0;1;0;1;0;UniqueFE
weka;ClassifierCustomizer;0;0;1;0;1;0;UniqueFE
weka;ClustererCustomizer;0;0;1;0;1;0;UniqueFE
weka;FilterCustomizer;0;0;1;0;1;0;UniqueFE
weka;GraphViewer;0;0;1;0;1;0;UniqueFE
weka;ConnectionPanel;0;0;1;0;2;0;AggFE
weka;InfoPanel;0;0;1;0;2;0;AggFE
weka;QueryPanel;0;0;1;0;1;0;UniqueFE
weka;ResultPanel;0;0;1;0;2;0;AggFE
weka;InstanceTable;0;0;1;0;2;0;AggFE
weka;MatrixPanel;0;0;1;0;1;0;UniqueFE
weka;CheckBoxListModel;0;0;1;0;1;0;UniqueFE
weka;InstancesSummaryPanel;0;0;1;0;1;0;UniqueFE
weka;ListSelectorDialog;0;0;1;0;1;0;UniqueFE
weka;BackgroundDesktopPane;0;0;1;0;1;0;UniqueFE
weka;CustomEditor;0;0;1;0;1;0;UniqueFE
weka;SplashWindow;0;0;1;0;2;0;AggFE
weka;AbstractEvaluatorTest;0;0;1;0;1;0;UniqueFE
weka;AbstractSearchTest;0;0;1;0;1;0;UniqueFE
weka;PLSClassifierTest;0;0;1;0;2;0;AggFE
weka;AlgVectorTest;0;0;1;0;2;0;AggFE
weka;RangeTest;0;0;1;0;9;0;AggFE
weka;SingleIndexTest;0;0;1;0;2;0;AggFE
weka;AbstractClusterDefinitionTest;0;0;1;0;1;0;UniqueFE
weka;AbstractDataGeneratorTest;0;0;1;0;3;0;AggFE
weka;StringToNominalTest;0;1;1;0;2;0;HetAgg
weka;ConsistencySubsetEval;0;1;1;0;1;0;HetAgg
weka;ActionUndo;0;0;1;0;1;0;UniqueFE
weka;DMNBtext;0;0;1;0;1;0;UniqueFE
weka;HNB;0;0;1;0;1;0;UniqueFE
weka;TwoClassStats;0;0;1;0;1;0;UniqueFE
weka;PLSClassifier;0;0;1;0;2;0;AggFE
weka;IB1;0;1;1;0;1;0;HetAgg
weka;ClassificationViaClustering;0;0;1;0;1;0;UniqueFE
weka;PerformanceCache;0;0;1;0;3;0;AggFE
weka;PointDouble;0;0;1;0;1;0;UniqueFE
weka;RegressionByDiscretization;0;1;1;1;1;1;HetAgg
weka;MIRBFKernel;0;1;1;0;1;0;HetAgg
weka;MakeDecList;0;0;1;1;1;1;HetAgg
weka;Antd;0;0;1;0;4;0;AggFE
weka;C45PruneableClassifierTree;0;1;1;0;1;0;HetAgg
weka;NBTreeClassifierTree;0;1;1;0;1;0;HetAgg
weka;PruneableClassifierTree;0;1;1;0;1;0;HetAgg
weka;Impurity;0;0;1;0;1;0;UniqueFE
weka;NBTree;0;1;1;0;1;0;HetAgg
weka;RandomizableMultipleClassifiersCombiner;0;0;1;0;1;0;UniqueFE
weka;OPTICS_Visualizer;0;1;1;0;3;0;HetAgg
weka;Cobweb;0;1;1;0;1;0;HetAgg
weka;ArffSaver;0;1;1;0;1;0;HetAgg
weka;CSVSaver;0;1;1;1;1;1;HetAgg
weka;LibSVMSaver;0;1;1;0;2;0;HetAgg
weka;PerformanceStats;0;0;1;0;1;0;UniqueFE
weka;TreePerformanceStats;0;0;1;0;1;0;UniqueFE
weka;Copyright;0;1;1;0;1;0;HetAgg
weka;MathematicalExpression;0;1;1;0;1;0;HetAgg
weka;SpecialFunctions;0;0;1;0;1;0;UniqueFE
weka;Statistics;0;0;1;0;1;0;UniqueFE
weka;Version;0;0;1;0;1;0;UniqueFE
weka;Expression;0;1;1;0;1;0;HetAgg
weka;RemoteEngine;0;0;1;0;1;0;UniqueFE
weka;RemoteExperimentSubTask;0;1;1;0;1;0;HetAgg
weka;ChangeDateFormat;0;1;1;0;1;0;HetAgg
weka;Copy;0;1;1;0;1;0;HetAgg
weka;NumericToNominal;0;1;1;0;1;0;HetAgg
weka;NumericTransform;0;1;1;0;1;0;HetAgg
weka;Obfuscate;0;0;1;0;1;0;UniqueFE
weka;RandomSubset;0;1;1;0;1;0;HetAgg
weka;Remove;0;1;1;0;1;0;HetAgg
weka;Reorder;0;1;1;0;1;0;HetAgg
weka;TimeSeriesDelta;0;0;1;0;1;0;UniqueFE
weka;TimeSeriesTranslate;0;0;1;0;1;0;UniqueFE
weka;NonSparseToSparse;0;0;1;0;1;0;UniqueFE
weka;RemovePercentage;0;1;1;0;1;0;HetAgg
weka;ReservoirSample;0;1;1;0;1;0;HetAgg
weka;SparseToNonSparse;0;0;1;0;1;0;UniqueFE
weka;SubsetByExpression;0;1;1;0;1;0;HetAgg
weka;AllFilter;0;0;1;0;1;0;UniqueFE
weka;RelationalCellEditor;0;0;1;0;1;0;UniqueFE
weka;ClustererPerformanceEvaluator;0;1;1;0;1;0;HetAgg
weka;CrossValidationFoldMaker;0;1;1;0;1;0;HetAgg
weka;LogPanel;0;0;1;1;1;1;HetAgg
weka;TrainTestSplitMaker;0;1;1;0;1;0;HetAgg
weka;ExplorerDefaults;0;0;1;0;1;0;UniqueFE
weka;ConnectionEvent;0;0;1;0;1;0;UniqueFE
weka;SqlViewerDialog;0;0;1;0;1;0;UniqueFE
weka;NomLabel;0;0;1;0;1;0;UniqueFE
weka;Plot;0;0;1;0;1;0;UniqueFE
weka;ThresholdVisualizePanel;0;1;1;0;1;0;HetAgg
weka;AttributeSummaryPanel;0;0;1;0;2;0;AggFE
weka;CostMatrixEditor;0;0;1;0;1;0;UniqueFE
weka;GOEPanel;0;0;1;0;1;0;UniqueFE
weka;LogWindow;0;0;1;0;1;0;UniqueFE
weka;PropertyValueSelector;0;0;1;0;1;0;UniqueFE
weka;SimpleDateFormatEditor;0;0;1;0;1;0;UniqueFE
weka;SortContainer;0;0;1;0;1;0;UniqueFE
weka;SysErrLog;0;0;1;0;2;0;AggFE
weka;ViewerDialog;0;0;1;0;1;0;UniqueFE
weka;PredictiveAprioriT;0;1;1;0;1;0;HetAgg
weka;TertiusT;0;1;1;0;1;0;HetAgg
weka;SPegasosTest;0;1;1;0;1;0;HetAgg
weka;GridSearchTest;0;1;1;0;1;0;HetAgg
weka;OptionHandlerTest;0;0;1;0;1;0;UniqueFE
weka;PLSFilterTest;0;1;1;0;4;0;HetAgg
weka;ResampleTest;0;1;1;0;2;0;HetAgg
weka;ClusterMembershipTest;0;1;1;0;1;0;HetAgg
weka;DiscretizeTest;0;1;1;0;1;0;HetAgg
weka;FirstOrderTest;0;1;1;0;1;0;HetAgg
weka;KernelFilterTest;0;1;1;0;2;0;HetAgg
weka;MathExpressionTest;0;1;1;0;3;0;HetAgg
weka;MultiInstanceToPropositionalTest;0;1;1;0;2;0;HetAgg
weka;NominalToStringTest;0;1;1;0;1;0;HetAgg
weka;PartitionedMultiFilterTest;0;1;1;0;1;0;HetAgg
weka;PropositionalToMultiInstanceTest;0;1;1;0;1;0;HetAgg
weka;RELAGGSTest;0;1;1;0;1;0;HetAgg
weka;WaveletTest;0;1;1;0;4;0;HetAgg
weka;AddNodeAction;0;1;0;0;0;0;UniqueRB
weka;GeneticSearchTest;0;1;0;0;0;0;UniqueRB
weka;InfoGainAttributeEvalTest;0;1;0;0;0;0;UniqueRB
weka;FilteredAttributeEvalTest;0;1;0;0;0;0;UniqueRB
weka;AprioriTest;0;1;0;0;0;0;UniqueRB
weka;FilteredAssociatorTest;0;1;0;0;0;0;UniqueRB
weka;RandomSubSpace;0;1;0;0;0;0;UniqueRB
weka;PredictiveAprioriTest;0;1;0;0;0;0;UniqueRB
weka;GeneralizedSequentialPatternsTest;0;1;0;0;0;0;UniqueRB
weka;FPGrowthTest;0;1;0;0;0;0;UniqueRB
weka;TertiusTest;0;1;0;0;0;0;UniqueRB
weka;RandomRBF;0;1;0;0;0;0;UniqueRB
weka;VisualizePanelEvent;0;1;0;0;0;0;UniqueRB
weka;AdditionalMeasureProducer;0;1;0;0;0;0;UniqueRB
weka;MultiScheme;0;1;0;0;0;0;UniqueRB
weka;CheckGOE;0;1;0;0;0;0;UniqueRB
weka;FilteredClassifier;0;1;0;0;0;0;UniqueRB
weka;ClusterGenerator;0;1;0;0;0;0;UniqueRB
weka;NaiveBayesMultinomialUpdateable;0;1;0;0;0;0;UniqueRB
weka;JPEGWriter;0;1;0;0;0;0;UniqueRB
weka;NaiveBayesUpdateable;0;1;0;0;0;0;UniqueRB
weka;KStarWrapper;0;1;0;0;0;0;UniqueRB
weka;KStarConstants;0;1;0;0;0;0;UniqueRB
weka;AttributeSummarizer;0;1;0;0;0;0;UniqueRB
weka;RandomForest;0;1;0;0;0;0;UniqueRB
weka;ClassAssignerBeanInfo;0;1;0;0;0;0;UniqueRB
weka;SerializedModelSaverBeanInfo;0;1;0;0;0;0;UniqueRB
weka;XMLBasicSerialization;0;1;0;0;0;0;UniqueRB
weka;VisualizePanelListener;0;1;0;0;0;0;UniqueRB
weka;Copyable;0;1;0;0;0;0;UniqueRB
weka;TrainTestSplitMakerBeanInfo;0;1;0;0;0;0;UniqueRB
weka;ScatterPlotMatrixBeanInfo;0;1;0;0;0;0;UniqueRB
weka;PMMLClassifierRunner;0;1;0;0;0;0;UniqueRB
weka;TrainingSetMakerBeanInfo;0;1;0;0;0;0;UniqueRB
weka;TestSetMakerBeanInfo;0;1;0;0;0;0;UniqueRB
weka;TrainTestSplitMakerCustomizer;0;1;0;0;0;0;UniqueRB
weka;CrossValidationFoldMakerCustomizer;0;1;0;0;0;0;UniqueRB
weka;AbstractTimeSeries;0;1;0;0;0;0;UniqueRB
weka;SerializedModelSaverCustomizer;0;1;0;0;0;0;UniqueRB
weka;Puk;0;1;0;0;0;0;UniqueRB
weka;RBFKernel;0;1;0;0;0;0;UniqueRB
weka;PolyKernel;0;1;0;0;0;0;UniqueRB
weka;CachedKernel;0;1;0;0;0;0;UniqueRB
weka;PrecomputedKernelMatrixKernel;0;1;0;0;0;0;UniqueRB
weka;DiscretizeBin;0;1;0;0;0;0;UniqueRB
weka;NormContinuous;0;1;0;0;0;0;UniqueRB
weka;TreeVisualizer;0;1;0;1;0;1;HetAgg
weka;KDTreeNode;0;1;0;0;0;0;UniqueRB
weka;AttributeSummarizerBeanInfo;0;1;0;0;0;0;UniqueRB
weka;KDTreeNodeSplitter;0;1;0;0;0;0;UniqueRB
weka;SaverBeanInfo;0;1;0;0;0;0;UniqueRB
weka;ClassifierPerformanceEvaluatorBeanInfo;0;1;0;0;0;0;UniqueRB
weka;EuclideanDistance;0;1;0;0;0;0;UniqueRB
weka;IncrementalClassifierEvaluatorCustomizer;0;1;0;0;0;0;UniqueRB
weka;MedianDistanceFromArbitraryPoint;0;1;0;0;0;0;UniqueRB
weka;TechnicalInformationHandlerJavadoc;0;1;0;0;0;0;UniqueRB
weka;DecisionTableHashKey;0;1;0;0;0;0;UniqueRB
weka;ClustererPerformanceEvaluatorBeanInfo;0;1;0;0;0;0;UniqueRB
weka;NeuralNode;0;1;0;0;0;0;UniqueRB
weka;BallTreeConstructor;0;1;0;0;0;0;UniqueRB
weka;LoaderCustomizer;0;1;0;0;0;0;UniqueRB
weka;IncrementalClassifierEvaluatorBeanInfo;0;1;0;0;0;0;UniqueRB
weka;LinearNNSearch;0;1;0;0;0;0;UniqueRB
weka;CrossValidationFoldMakerBeanInfo;0;1;0;0;0;0;UniqueRB
weka;CoverTreeNode;0;1;0;0;0;0;UniqueRB
weka;SaverCustomizer;0;1;0;0;0;0;UniqueRB
weka;LoaderBeanInfo;0;1;0;0;0;0;UniqueRB
weka;SimpleFilter;0;1;0;0;0;0;UniqueRB
weka;XMLExperiment;0;1;0;0;0;0;UniqueRB
weka;RemoteExperimentListener;0;1;0;0;0;0;UniqueRB
weka;RandomizableSingleClustererEnhancer;0;1;0;0;0;0;UniqueRB
weka;PMMLClassifier;0;1;0;0;0;0;UniqueRB
weka;NormalizeTest;0;1;0;0;0;0;UniqueRB
weka;RemoveRangeTest;0;1;0;0;0;0;UniqueRB
weka;RandomizeTest;0;1;0;0;0;0;UniqueRB
weka;RemoteExperimentEvent;0;1;0;0;0;0;UniqueRB
weka;ReservoirSampleTest;0;1;0;0;0;0;UniqueRB
weka;SubsetByExpressionTest;0;1;0;0;0;0;UniqueRB
weka;RemovePercentageTest;0;1;0;0;0;0;UniqueRB
weka;RemoveFoldsTest;0;1;0;0;0;0;UniqueRB
weka;AddClusterTest;0;1;0;0;0;0;UniqueRB
weka;FilteredAttributeEval;0;1;0;0;0;0;UniqueRB
weka;ReorderTest;0;1;0;0;0;0;UniqueRB
weka;StandardizeTest;0;1;0;0;0;0;UniqueRB
weka;RemoveUselessTest;0;1;0;0;0;0;UniqueRB
weka;RemoveTypeTest;0;1;0;0;0;0;UniqueRB
weka;NumericToNominalTest;0;1;0;0;0;0;UniqueRB
weka;NominalToBinaryTest;0;1;0;0;0;0;UniqueRB
weka;CopyTest;0;1;0;0;0;0;UniqueRB
weka;NumericTransformTest;0;1;0;0;0;0;UniqueRB
weka;RemoveTest;0;1;0;0;0;0;UniqueRB
weka;ClassAssignerTest;0;1;0;0;0;0;UniqueRB
weka;SerializedInstancesLoader;0;1;0;0;0;0;UniqueRB
weka;ReplaceMissingValuesTest;0;1;0;0;0;0;UniqueRB
weka;AbstractLoader;0;1;0;0;0;0;UniqueRB
weka;StringToWordVectorTest;0;1;0;0;0;0;UniqueRB
weka;ChangeDateFormatTest;0;1;0;0;0;0;UniqueRB
weka;CLOPECluster;0;1;0;0;0;0;UniqueRB
weka;AddExpressionTest;0;1;0;0;0;0;UniqueRB
weka;FilteredSubsetEval;0;1;0;0;0;0;UniqueRB
weka;SingleClustererEnhancer;0;1;0;0;0;0;UniqueRB
weka;AddNoiseTest;0;1;0;0;0;0;UniqueRB
weka;CenterTest;0;1;0;0;0;0;UniqueRB
weka;PKIDiscretizeTest;0;1;0;0;0;0;UniqueRB
weka;RandomProjectionTest;0;1;0;0;0;0;UniqueRB
weka;AbstractSaver;0;1;0;0;0;0;UniqueRB
weka;NumericToBinaryTest;0;1;0;0;0;0;UniqueRB
weka;SMOTETest;0;1;0;0;0;0;UniqueRB
weka;SpreadSubsampleTest;0;1;0;0;0;0;UniqueRB
weka;StratifiedRemoveFoldsTest;0;1;0;0;0;0;UniqueRB
weka;ClassOrderTest;0;1;0;0;0;0;UniqueRB
weka;AttributeSelectionTest;0;1;0;0;0;0;UniqueRB
weka;MultiFilterTest;0;1;0;0;0;0;UniqueRB
weka;AbstractTimeSeriesFilterTest;0;1;0;0;0;0;UniqueRB
weka;SubspaceClusterDefinitionTest;0;1;0;0;0;0;UniqueRB
weka;BIRCHClusterTest;0;1;0;0;0;0;UniqueRB
weka;SubspaceClusterTest;0;1;0;0;0;0;UniqueRB
weka;MexicanHatTest;0;1;0;0;0;0;UniqueRB
weka;ExpressionTest;0;1;0;0;0;0;UniqueRB
weka;LED24Test;0;1;0;0;0;0;UniqueRB
weka;RandomRBFTest;0;1;0;0;0;0;UniqueRB
weka;BayesNetTest;0;1;0;0;0;0;UniqueRB
weka;AgrawalTest;0;1;0;0;0;0;UniqueRB
weka;RDG1Test;0;1;0;0;0;0;UniqueRB
weka;LinearNNSearchTest;0;1;0;0;0;0;UniqueRB
weka;BallTreeTest;0;1;0;0;0;0;UniqueRB
weka;CoverTreeTest;0;1;0;0;0;0;UniqueRB
weka;KDTreeTest;0;1;0;0;0;0;UniqueRB
weka;SingleAssociatorEnhancer;0;1;0;0;0;0;UniqueRB
weka;AbstractFileLoader;0;1;0;0;0;0;UniqueRB
weka;XRFFTest;0;1;0;0;0;0;UniqueRB
weka;NDTree;0;1;0;0;0;0;UniqueRB
weka;DatabaseResultProducer;0;1;0;0;0;0;UniqueRB
weka;LibSVMTest;0;1;0;0;0;0;UniqueRB
weka;ArffLoader;0;1;0;0;0;0;UniqueRB
weka;URLSourcedLoader;0;1;0;0;0;0;UniqueRB
weka;GraftSplit;0;1;0;0;0;0;UniqueRB
weka;LibSVMLoader;0;1;0;0;0;0;UniqueRB
weka;MathematicalExpressionTest;0;1;0;0;0;0;UniqueRB
weka;XMeansTest;0;1;0;0;0;0;UniqueRB
weka;DBSCANTest;0;1;0;0;0;0;UniqueRB
weka;CLOPETest;0;1;0;0;0;0;UniqueRB
weka;MakeDensityBasedClustererTest;0;1;0;0;0;0;UniqueRB
weka;DiscreteEstimatorFullBayes;0;1;0;0;0;0;UniqueRB
weka;BayesNetEstimator;0;1;0;0;0;0;UniqueRB
weka;SimpleKMeansTest;0;1;0;0;0;0;UniqueRB
weka;HierarchicalClustererTest;0;1;0;0;0;0;UniqueRB
weka;CobwebTest;0;1;0;0;0;0;UniqueRB
weka;FarthestFirstTest;0;1;0;0;0;0;UniqueRB
weka;sIBTest;0;1;0;0;0;0;UniqueRB
weka;EMTest;0;1;0;0;0;0;UniqueRB
weka;FilteredClustererTest;0;1;0;0;0;0;UniqueRB
weka;OPTICSTest;0;1;0;0;0;0;UniqueRB
weka;SimpleCartTest;0;1;0;0;0;0;UniqueRB
weka;LMTTest;0;1;0;0;0;0;UniqueRB
weka;J48Test;0;1;0;0;0;0;UniqueRB
weka;UserClassifierTest;0;1;0;0;0;0;UniqueRB
weka;NBTreeSplit;0;1;0;1;0;1;HetAgg
weka;RandomForestTest;0;1;0;0;0;0;UniqueRB
weka;RandomTreeTest;0;1;0;0;0;0;UniqueRB
weka;REPTreeTest;0;1;0;0;0;0;UniqueRB
weka;J48graftTest;0;1;0;0;0;0;UniqueRB
weka;BFTreeTest;0;1;0;0;0;0;UniqueRB
weka;NBTreeTest;0;1;0;0;0;0;UniqueRB
weka;LADTreeTest;0;1;0;0;0;0;UniqueRB
weka;ADTreeTest;0;1;0;0;0;0;UniqueRB
weka;M5PTest;0;1;0;0;0;0;UniqueRB
weka;DecisionStumpTest;0;1;0;0;0;0;UniqueRB
weka;Id3Test;0;1;0;0;0;0;UniqueRB
weka;FTTest;0;1;0;0;0;0;UniqueRB
weka;DecisionTableTest;0;1;0;0;0;0;UniqueRB
weka;PARTTest;0;1;0;0;0;0;UniqueRB
weka;DTNBTest;0;1;0;0;0;0;UniqueRB
weka;JRipTest;0;1;0;0;0;0;UniqueRB
weka;RidorTest;0;1;0;0;0;0;UniqueRB
weka;PrismTest;0;1;0;0;0;0;UniqueRB
weka;ConjunctiveRuleTest;0;1;0;0;0;0;UniqueRB
weka;NNgeTest;0;1;0;0;0;0;UniqueRB
weka;GeneralRegressionTest;0;1;0;0;0;0;UniqueRB
weka;AbstractPMMLClassifierTest;0;1;0;0;0;0;UniqueRB
weka;NBTreeNoSplit;0;1;0;0;0;0;UniqueRB
weka;MIPolyKernelTest;0;1;0;0;0;0;UniqueRB
weka;MIRBFKernelTest;0;1;0;0;0;0;UniqueRB
weka;MISVMTest;0;1;0;0;0;0;UniqueRB
weka;SimpleMITest;0;1;0;0;0;0;UniqueRB
weka;MIBoostTest;0;1;0;0;0;0;UniqueRB
weka;MISMOTest;0;1;0;0;0;0;UniqueRB
weka;CitationKNNTest;0;1;0;0;0;0;UniqueRB
weka;MINNDTest;0;1;0;0;0;0;UniqueRB
weka;MIEMDDTest;0;1;0;0;0;0;UniqueRB
weka;MIWrapperTest;0;1;0;0;0;0;UniqueRB
weka;NDTest;0;1;0;0;0;0;UniqueRB
weka;DataNearBalancedNDTest;0;1;0;0;0;0;UniqueRB
weka;ClassBalancedNDTest;0;1;0;0;0;0;UniqueRB
weka;FilteredAssociator;0;1;0;0;0;0;UniqueRB
weka;RandomCommitteeTest;0;1;0;0;0;0;UniqueRB
weka;RacedIncrementalLogitBoostTest;0;1;0;0;0;0;UniqueRB
weka;StackingCTest;0;1;0;0;0;0;UniqueRB
weka;ENDTest;0;1;0;0;0;0;UniqueRB
weka;VoteTest;0;1;0;0;0;0;UniqueRB
weka;GradingTest;0;1;0;0;0;0;UniqueRB
weka;ClassificationViaRegressionTest;0;1;0;0;0;0;UniqueRB
weka;AttributeSelectedClassifierTest;0;1;0;0;0;0;UniqueRB
weka;RandomSubSpaceTest;0;1;0;0;0;0;UniqueRB
weka;MultiSchemeTest;0;1;0;0;0;0;UniqueRB
weka;BaggingTest;0;1;0;0;0;0;UniqueRB
weka;MultiBoostABTest;0;1;0;0;0;0;UniqueRB
weka;DaggingTest;0;1;0;0;0;0;UniqueRB
weka;AdditiveRegressionTest;0;1;0;0;0;0;UniqueRB
weka;StackingTest;0;1;0;0;0;0;UniqueRB
weka;CostSensitiveClassifierTest;0;1;0;0;0;0;UniqueRB
weka;FilteredClassifierTest;0;1;0;0;0;0;UniqueRB
weka;AdaBoostM1Test;0;1;0;0;0;0;UniqueRB
weka;LogitBoostTest;0;1;0;0;0;0;UniqueRB
weka;DiscreteEstimator;0;1;0;0;0;0;UniqueRB
weka;RotationForestTest;0;1;0;0;0;0;UniqueRB
weka;CVParameterSelectionTest;0;1;0;0;0;0;UniqueRB
weka;RegressionByDiscretizationTest;0;1;0;0;0;0;UniqueRB
weka;DecorateTest;0;1;0;0;0;0;UniqueRB
weka;MultiClassClassifierTest;0;1;0;0;0;0;UniqueRB
weka;MetaCostTest;0;1;0;0;0;0;UniqueRB
weka;OrdinalClassClassifierTest;0;1;0;0;0;0;UniqueRB
weka;KStarTest;0;1;0;0;0;0;UniqueRB
weka;IB1Test;0;1;0;0;0;0;UniqueRB
weka;LBRTest;0;1;0;0;0;0;UniqueRB
weka;LWLTest;0;1;0;0;0;0;UniqueRB
weka;IBkTest;0;1;0;0;0;0;UniqueRB
weka;PukTest;0;1;0;0;0;0;UniqueRB
weka;NormalizedPolyKernelTest;0;1;0;0;0;0;UniqueRB
weka;RBFKernelTest;0;1;0;0;0;0;UniqueRB
weka;PrecomputedKernelMatrixKernelTest;0;1;0;0;0;0;UniqueRB
weka;NDConditionalEstimator;0;1;0;0;0;0;UniqueRB
weka;StringKernelTest;0;1;0;0;0;0;UniqueRB
weka;PolyKernelTest;0;1;0;0;0;0;UniqueRB
weka;VotedPerceptronTest;0;1;0;0;0;0;UniqueRB
weka;GaussianProcessesTest;0;1;0;0;0;0;UniqueRB
weka;MultilayerPerceptronTest;0;1;0;0;0;0;UniqueRB
weka;WinnowTest;0;1;0;0;0;0;UniqueRB
weka;SimpleLogisticTest;0;1;0;0;0;0;UniqueRB
weka;SMOTest;0;1;0;0;0;0;UniqueRB
weka;Dagging;0;1;0;0;0;0;UniqueRB
weka;SMOregTest;0;1;0;0;0;0;UniqueRB
weka;LibLINEARTest;0;1;0;0;0;0;UniqueRB
weka;SimpleLinearRegressionTest;0;1;0;0;0;0;UniqueRB
weka;LinearRegressionTest;0;1;0;0;0;0;UniqueRB
weka;RBFNetworkTest;0;1;0;0;0;0;UniqueRB
